Name,Dex Number,Gen,Type 1,Type 2,Classification,Height (meters),Weight (kg),BST,HP,Attack,Defense,Special Atk.,Special Def.,Speed,Ability 1,Ability 2,Ability 3,Ability Hidden,Psuedo-legendary,Legendary,Mythical,Base Evolution,Stage 1 Evolution,Stage 2 Evolution,Flavor text
Rhyperior,464,IV,ground,rock,Drill Pokémon,2.4,282.8,535,115,140,130,55,55,40,Lightning Rod,Solid Rock,,Reckless,0,0,0,Rhyhorn,Rhydon,Rhyperior,It can load up to three projectiles per arm into the holes in its hands. What launches out of those holes could be either rocks or Roggenrola.
Tangrowth,465,IV,grass,,Vine Pokémon,2,128.6,535,100,100,125,110,50,50,Chlorophyll,Leaf Guard,,Regenerator,0,0,0,Tangela,Tangrowth,,"Tangrowth has two arms that it can extend as it pleases. Recent research has shown that these arms are, in fact, bundles of vines."
Electivire,466,IV,electric,,Thunderbolt Pokémon,1.8,138.6,540,75,123,67,95,85,95,Motor Drive,,,Vital Spirit,0,0,0,Elekid,Electabuzz,Electivire,The amount of electrical energy this Pokémon produces is proportional to the rate of its pulse. The voltage jumps while Electivire is battling.
Magmortar,467,IV,fire,,Blast Pokémon,1.6,68,540,75,95,67,125,95,83,Flame Body,,,Vital Spirit,0,0,0,Magby,Magmar,Magmortar,"When Magmortar inhales deeply, the fire burning in its belly intensifies, rising in temperature to over 3,600 degrees Fahrenheit."
Togekiss,468,IV,fairy,flying,Jubilee Pokémon,1.5,38,545,85,50,95,120,115,80,Hustle,Serene Grace,,Super Luck,0,0,0,Togepi,Togetic,Togekiss,"These Pokémon are never seen anywhere near conflict or turmoil. In recent times, they’ve hardly been seen at all."
Yanmega,469,IV,bug,flying,Ogre Darner Pokémon,1.9,51.5,515,86,76,86,116,56,95,Speed Boost,Tinted Lens,,Frisk,0,0,0,Yanma,Yanmega,,It prefers to battle by biting apart foes’ heads instantly while flying by at high speed.
Leafeon,470,IV,grass,,Verdant Pokémon,1,25.5,525,65,110,130,60,65,95,Leaf Guard,,,Chlorophyll,0,0,0,Eevee,Leafeon,,Galarians favor the distinctive aroma that drifts from this Pokémon’s leaves. There’s a popular perfume made using that scent.
Glaceon,471,IV,ice,,Fresh Snow Pokémon,0.8,25.9,525,65,60,110,130,95,65,Snow Cloak,,,Ice Body,0,0,0,Eevee,Glaceon,,Any who become captivated by the beauty of the snowfall that Glaceon creates will be frozen before they know it.
Gliscor,472,IV,ground,flying,Fang Scorp Pokémon,2,42.5,510,75,95,125,45,75,95,Hyper Cutter,Sand Veil,,Poison Heal,0,0,0,Gligar,Gliscor,,"It observes prey while hanging inverted from branches. When the chance presents itself, it swoops!"
Mamoswine,473,IV,ice,ground,Twin Tusk Pokémon,2.5,291,530,110,130,80,70,60,80,Oblivious,Snow Cloak,,Thick Fat,0,0,0,Swinub,Piloswine,,"This Pokémon can be spotted in wall paintings from as far back as 10,000 years ago. For a while, it was thought to have gone extinct."
Porygon-Z,474,IV,normal,,Virtual Pokémon,0.9,34,535,85,80,70,135,75,90,Adaptability,Download,,Analytic,0,0,0,Porygon,Porygon2,Porygon-Z,"Porygon-Z had a program installed to allow it to move between dimensions, but the program also caused instability in Porygon-Z’s behavior."
Gallade,475,IV,psychic,fighting,Blade Pokémon,1.6,52,518,68,125,65,65,115,80,Steadfast,,,Justified,0,0,0,Ralts,Kirlia,Gallade,"True to its honorable-warrior image, it uses the blades on its elbows only in defense of something or someone."
Probopass,476,IV,rock,steel,Compass Pokémon,1.4,340,525,60,55,145,75,150,40,Sturdy,Magnet Pull,,Sand Force,0,0,0,Nosepass,Probopass,,"Although it can control its units known as Mini-Noses, they sometimes get lost and don’t come back."
Dusknoir,477,IV,ghost,,Gripper Pokémon,2.2,106.6,525,45,100,135,65,135,45,Pressure,,,Frisk,0,0,0,Duskull,Dusclops,Dusknoir,"At the bidding of transmissions from the spirit world, it steals people and Pokémon away. No one knows whether it has a will of its own."
Froslass,478,IV,ice,ghost,Snow Land Pokémon,1.3,26.6,480,70,80,70,80,70,110,Snow Cloak,,,Cursed Body,0,0,0,Snorunt,Froslass,,"After a woman met her end on a snowy mountain, her regrets lingered on. From them, this Pokémon was born. Its favorite food is frozen souls."
Rotom,479,IV,electric,ghost,Plasma Pokémon,0.3,0.3,440,50,50,77,95,77,91,Levitate,,,,0,0,0,Rotom,,,One boy’s invention led to the development of many different machines that take advantage of Rotom’s unique capabilities.
Uxie,480,IV,psychic,,Knowledge Pokémon,0.3,0.3,580,75,75,130,75,130,95,Levitate,,,,1,0,0,Uxie,,,Known as “The Being of Knowledge.” It is said that it can wipe out the memory of those who see its eyes.
Mesprit,481,IV,psychic,,Emotion Pokémon,0.3,0.3,580,80,105,105,105,105,80,Levitate,,,,1,0,0,Mesprit,,,"Known as “The Being of Emotion.” It taught humans the nobility of sorrow, pain, and joy."
Azelf,482,IV,psychic,,Willpower Pokémon,0.3,0.3,580,75,125,70,125,70,115,Levitate,,,,1,0,0,Azelf,,,Known as “The Being of Willpower.” It sleeps at the bottom of a lake to keep the world in balance.
Dialga,483,IV,steel,dragon,Temporal Pokémon,5.4,683,680,100,120,120,150,100,90,Pressure,,,Telepathy,0,1,0,Dialga,,,A Pokémon spoken of in legend. It is said that time began moving when Dialga was born.
Palkia,484,IV,water,dragon,Spatial Pokémon,4.2,336,680,90,120,100,150,120,100,Pressure,,,Telepathy,0,1,0,Palkia,,,It is said to live in a gap in the spatial dimension parallel to ours. It appears in mythology.
Heatran,485,IV,fire,steel,Lava Dome Pokémon,1.7,430,600,91,90,106,130,106,77,Flash Fire,,,Flame Body,1,0,0,Heatran,,,It dwells in volcanic caves. It digs in with its cross-shaped feet to crawl on ceilings and walls.
Regigigas,486,IV,normal,,Colossal Pokémon,3.7,420,670,110,160,110,80,110,100,Slow Start,,,,1,0,0,Regigigas,,,"It is said to have made Pokémon that look like itself from a special ice mountain, rocks, and magma."
Giratina,487,IV,ghost,dragon,Renegade Pokémon,4.5,750,680,150,100,120,100,120,90,Pressure,Levitate (Origin Forme),,Telepathy,0,1,0,Giratina,,,"This Pokémon is said to live in a world on the reverse side of ours, where common knowledge is distorted and strange."
Cresselia,488,IV,psychic,,Lunar Pokémon,1.5,85.6,600,120,70,120,75,130,85,Levitate,,,,1,0,0,Cresselia,,,Shiny particles are released from its wings like a veil. It is said to represent the crescent moon.
Phione,489,IV,water,,Sea Drifter Pokémon,0.4,3.1,480,80,80,80,80,80,80,Hydration,,,,0,0,1,Phione,Manaphy,,"When the water warms, they inflate the flotation sac on their heads and drift languidly on the sea in packs."
Manaphy,490,IV,water,,Seafaring Pokémon,0.3,1.4,600,100,100,100,100,100,100,Hydration,,,,0,0,1,Phione,Manaphy,,It is born with a wondrous power that lets it bond with any kind of Pokémon.
Darkrai,491,IV,dark,,Pitch-Black Pokémon,1.5,50.5,600,70,90,90,135,90,125,Bad Dreams,,,,0,0,1,Darkrai,,,"It chases people and Pokémon from its territory by causing them to experience deep, nightmarish slumbers."
Shaymin,492,IV,grass,grass,Gratitude Pokémon,0.2,2.1,600,100,100,100,100,100,100,Natural Cure (Land Forme),Serene Grace (Sky Forme),,,0,0,1,Shaymin,,,It can dissolve toxins in the air to instantly transform ruined land into a lush field of flowers.
Arceus,493,IV,normal,,Alpha Pokémon,3.2,320,720,120,120,120,120,120,120,Multitype,,,,0,0,1,Arceus,,,"According to the legends of Sinnoh, this Pokémon emerged from an egg and shaped all there is in this world."
Victini,494,V,psychic,fire,Victory Pokémon,0.4,4,600,100,100,100,100,100,100,Victory Star,,,,0,0,1,Victini,,,"This Pokémon brings victory. It is said that Trainers with Victini always win, regardless of the type of encounter."
Snivy,495,V,grass,,Grass Snake Pokémon,0.6,8.1,308,45,45,55,45,55,63,Overgrow,,,Contrary,0,0,0,Snivy,Servine,Serperior,Being exposed to sunlight makes its movements swifter. It uses vines more adeptly than its hands.
Servine,496,V,grass,,Grass Snake Pokémon,0.8,16,413,60,60,75,60,75,83,Overgrow,,,Contrary,0,0,0,Snivy,Servine,Serperior,"It moves along the ground as if sliding. Its swift movements befuddle its foes, and it then attacks with a vine whip."
Serperior,497,V,grass,,Regal Pokémon,3.3,63,528,75,75,95,75,95,113,Overgrow,,,Contrary,0,0,0,Snivy,Servine,Serperior,It only gives its all against strong opponents who are not fazed by the glare from Serperior’s noble eyes.
Tepig,498,V,fire,,Fire Pig Pokémon,0.5,9.9,308,65,63,45,45,45,45,Blaze,,,Thick Fat,0,0,0,Tepig,Pignite,Emboar,It can deftly dodge its foe’s attacks while shooting fireballs from its nose. It roasts berries before it eats them.
Pignite,499,V,fire,fighting,Fire Pig Pokémon,1,55.5,418,90,93,55,70,55,55,Blaze,,,Thick Fat,0,0,0,Tepig,Pignite,Emboar,"The more it eats, the more fuel it has to make the fire in its stomach stronger. This fills it with even more power."
Emboar,500,V,fire,fighting,Mega Fire Pig Pokémon,1.6,150,528,110,123,65,100,65,65,Blaze,,,Reckless,0,0,0,Tepig,Pignite,Emboar,It can throw a fire punch by setting its fists on fire with its fiery chin. It cares deeply about its friends.
Oshawott,501,V,water,,Sea Otter Pokémon,0.5,5.9,308,55,55,45,63,45,45,Torrent,,,Shell Armor,0,0,0,Oshawott,Dewott,Samurott,The scalchop on its stomach isn’t just used for battle—it can be used to break open hard berries as well.
Dewott,502,V,water,,Discipline Pokémon,0.8,24.5,413,75,75,60,83,60,60,Torrent,,,Shell Armor,0,0,0,Oshawott,Dewott,Samurott,Strict training is how it learns its flowing double-scalchop technique.
Samurott,503,V,water,,Formidable Pokémon,1.5,94.6,528,95,100,85,108,70,70,Torrent,,,Shell Armor,0,0,0,Oshawott,Dewott,Samurott,"In the time it takes a foe to blink, it can draw and sheathe the seamitars attached to its front legs."
Patrat,504,V,normal,,Scout Pokémon,0.5,11.6,255,45,55,39,35,39,42,Run Away,Keen Eye,,Analytic,0,0,0,Patrat,Watchog,,"Using food stored in cheek pouches, they can keep watch for days. They use their tails to communicate with others."
Watchog,505,V,normal,,Lookout Pokémon,1.1,27,420,60,85,69,60,69,77,Illuminate,Keen Eye,,Analytic,0,0,0,Patrat,Watchog,,"Using luminescent matter, it makes its eyes and body glow and stuns attacking opponents."
Lillipup,506,V,normal,,Puppy Pokémon,0.4,4.1,275,45,60,45,25,45,55,Vital Spirit,Pickup,,Run Away,0,0,0,Lillipup,Herdier,Stoutland,This Pokémon is courageous but also cautious. It uses the soft fur covering its face to collect information about its surroundings.
Herdier,507,V,normal,,Loyal Dog Pokémon,0.9,14.7,370,65,80,65,35,65,60,Intimidate,Sand Rush,,Scrappy,0,0,0,Lillipup,Herdier,Stoutland,Herdier is a very smart and friendly Pokémon. So much so that there’s a theory that Herdier was the first Pokémon to partner with people.
Stoutland,508,V,normal,,Big-Hearted Pokémon,1.2,61,500,85,110,90,45,90,80,Intimidate,Sand Rush,,Scrappy,0,0,0,Lillipup,Herdier,Stoutland,These Pokémon seem to enjoy living with humans. Even a Stoutland caught in the wild will warm up to people in about three days.
Purrloin,509,V,dark,,Devious Pokémon,0.4,10.1,281,41,50,37,50,37,66,Limber,Unburden,,Prankster,0,0,0,Purrloin,Liepard,,It steals things from people just to amuse itself with their frustration. A rivalry exists between this Pokémon and Nickit.
Liepard,510,V,dark,,Cruel Pokémon,1.1,37.5,446,64,88,50,88,50,106,Limber,Unburden,,Prankster,0,0,0,Purrloin,Liepard,,Don’t be fooled by its gorgeous fur and elegant figure. This is a moody and vicious Pokémon.
Pansage,511,V,grass,,Grass Monkey Pokémon,0.6,10.5,316,50,53,48,53,48,64,Gluttony,,,Overgrow,0,0,0,Pansage,Simisage,,It shares the leaf on its head with weary-looking Pokémon. These leaves are known to relieve stress.
Simisage,512,V,grass,,Thorn Monkey Pokémon,1.1,30.5,498,75,98,63,98,63,101,Gluttony,,,Overgrow,0,0,0,Pansage,Simisage,,It attacks enemies with strikes of its thorn-covered tail. This Pokémon is wild tempered.
Pansear,513,V,fire,,High Temp Pokémon,0.6,11,316,50,53,48,53,48,64,Gluttony,,,Blaze,0,0,0,Pansear,Simisear,,"Very intelligent, it roasts berries before eating them. It likes to help people."
Simisear,514,V,fire,,Ember Pokémon,1,28,498,75,98,63,98,63,101,Gluttony,,,Blaze,0,0,0,Pansear,Simisear,,A flame burns inside its body. It scatters embers from its head and tail to sear its opponents.
Panpour,515,V,water,,Spray Pokémon,0.6,13.5,316,50,53,48,53,48,64,Gluttony,,,Torrent,0,0,0,Panpour,Simipour,,The water stored inside the tuft on its head is full of nutrients. It waters plants with it using its tail.
Simipour,516,V,water,,Geyser Pokémon,1,29,498,75,98,63,98,63,101,Gluttony,,,Torrent,0,0,0,Panpour,Simipour,,"The high-pressure water expelled from its tail is so powerful, it can destroy a concrete wall."
Munna,517,V,psychic,,Dream Eater Pokémon,0.6,23.3,292,76,25,45,67,55,24,Forewarn,Synchronize,,Telepathy,0,0,0,Munna,Musharna,,"Late at night, it appears beside people’s pillows. As it feeds on dreams, the patterns on its body give off a faint glow."
Musharna,518,V,psychic,,Drowsing Pokémon,1.1,60.5,487,116,55,85,107,95,29,Forewarn,Synchronize,,Telepathy,0,0,0,Munna,Musharna,,"When dark mists emanate from its body, don’t get too near. If you do, your nightmares will become reality."
Pidove,519,V,normal,flying,Tiny Pigeon Pokémon,0.3,2.1,264,50,55,50,36,30,43,Big Pecks,Super Luck,,Rivalry,0,0,0,Pidove,Tranquill,Unfezant,"Where people go, these Pokémon follow. If you’re scattering food for them, be careful—several hundred of them can gather at once."
Tranquill,520,V,normal,flying,Wild Pigeon Pokémon,0.6,15,358,62,77,62,50,42,65,Big Pecks,Super Luck,,Rivalry,0,0,0,Pidove,Tranquill,Unfezant,"It can fly moderately quickly. No matter how far it travels, it can always find its way back to its master and its nest."
Unfezant,521,V,normal,flying,Proud Pokémon,1.2,29,488,80,115,80,65,55,93,Big Pecks,Super Luck,,Rivalry,0,0,0,Pidove,Tranquill,Unfezant,"Unfezant are exceptional fliers. The females are known for their stamina, while the males outclass them in terms of speed."
Blitzle,522,V,electric,,Electrified Pokémon,0.8,29.8,295,45,60,32,50,32,76,Lightning Rod,Motor Drive,,Sap Sipper,0,0,0,Blitzle,Zebstrika,,"When thunderclouds cover the sky, it will appear. It can catch lightning with its mane and store the electricity."
Zebstrika,523,V,electric,,Thunderbolt Pokémon,1.6,79.5,497,75,100,63,80,63,116,Lightning Rod,Motor Drive,,Sap Sipper,0,0,0,Blitzle,Zebstrika,,"When this ill-tempered Pokémon runs wild, it shoots lightning from its mane in all directions."
Roggenrola,524,V,rock,,Mantle Pokémon,0.4,18,280,55,75,85,25,25,15,Sturdy,Weak Armor,,Sand Force,0,0,0,Roggenrola,Boldore,Gigalith,"It’s as hard as steel, but apparently a long soak in water will cause it to soften a bit."
Boldore,525,V,rock,,Ore Pokémon,0.9,102,390,70,105,105,50,40,20,Sturdy,Weak Armor,,Sand Force,0,0,0,Roggenrola,Boldore,Gigalith,"If you see its orange crystals start to glow, be wary. It’s about to fire off bursts of energy."
Gigalith,526,V,rock,,Compressed Pokémon,1.7,260,515,85,135,130,60,80,25,Sturdy,Sand Stream,,Sand Force,0,0,0,Roggenrola,Boldore,Gigalith,"This hardy Pokémon can often be found on construction sites and in mines, working alongside people and Copperajah."
Woobat,527,V,psychic,flying,Bat Pokémon,0.4,2.1,323,65,45,43,55,43,72,Unaware,Klutz,,Simple,0,0,0,Woobat,Swoobat,,"While inside a cave, if you look up and see lots of heart-shaped marks lining the walls, it’s evidence that Woobat live there."
Swoobat,528,V,psychic,flying,Courting Pokémon,0.9,10.5,425,67,57,55,77,55,114,Unaware,Klutz,,Simple,0,0,0,Woobat,Swoobat,,"Emitting powerful sound waves tires it out. Afterward, it won’t be able to fly for a little while."
Drilbur,529,V,ground,,Mole Pokémon,0.3,8.5,328,60,85,40,30,45,68,Sand Rush,Sand Force,,Mold Breaker,0,0,0,Drilbur,Excadrill,,It brings its claws together and whirls around at high speed before rushing toward its prey.
Excadrill,530,V,ground,steel,Subterrene Pokémon,0.7,40.4,508,110,135,60,50,65,88,Sand Rush,Sand Force,,Mold Breaker,0,0,0,Drilbur,Excadrill,,It’s not uncommon for tunnels that appear to have formed naturally to actually be a result of Excadrill’s rampant digging.
Audino,531,V,normal,,Hearing Pokémon,1.1,31,445,103,60,86,60,86,50,Healer,Regenerator,,Klutz,0,0,0,Audino,,,Audino’s sense of hearing is superb. Not even a pebble rolling along over a mile away will escape Audino’s ears.
Timburr,532,V,fighting,,Muscular Pokémon,0.6,12.5,305,75,80,55,25,35,35,Guts,Sheer Force,,Iron Fist,0,0,0,Timburr,Gurdurr,Conkeldurr,"It loves helping out with construction projects. It loves it so much that if rain causes work to halt, it swings its log around and throws a tantrum."
Gurdurr,533,V,fighting,,Muscular Pokémon,1.2,40,405,85,105,85,40,50,40,Guts,Sheer Force,,Iron Fist,0,0,0,Timburr,Gurdurr,Conkeldurr,"It shows off its muscles to Machoke and other Gurdurr. If it fails to measure up to the other Pokémon, it lies low for a little while."
Conkeldurr,534,V,fighting,,Muscular Pokémon,1.4,87,505,105,140,95,55,65,45,Guts,Sheer Force,,Iron Fist,0,0,0,Timburr,Gurdurr,Conkeldurr,"Concrete mixed by Conkeldurr is much more durable than normal concrete, even when the compositions of the two materials are the same."
Tympole,535,V,water,,Tadpole Pokémon,0.5,4.5,294,50,50,40,50,40,64,Swift Swim,Hydration,,Water Absorb,0,0,0,Tympole,Palpitoad,Seismitoad,Graceful ripples running across the water’s surface are a sure sign that Tympole are singing in high-pitched voices below.
Palpitoad,536,V,water,ground,Vibration Pokémon,0.8,17,384,75,65,55,65,55,69,Swift Swim,Hydration,,Water Absorb,0,0,0,Tympole,Palpitoad,Seismitoad,"It weakens its prey with sound waves intense enough to cause headaches, then entangles them with its sticky tongue."
Seismitoad,537,V,water,ground,Vibration Pokémon,1.5,62,509,105,95,75,85,75,74,Swift Swim,Poison Touch,,Water Absorb,0,0,0,Tympole,Palpitoad,Seismitoad,The vibrating of the bumps all over its body causes earthquake-like tremors. Seismitoad and Croagunk are similar species.
Throh,538,V,fighting,,Judo Pokémon,1.3,55.5,465,120,100,85,30,85,45,Guts,Inner Focus,,Mold Breaker,0,0,0,Throh,,,"It performs throwing moves with first-rate skill. Over the course of many battles, Throh’s belt grows darker as it absorbs its wearer’s sweat."
Sawk,539,V,fighting,,Karate Pokémon,1.4,51,465,75,125,75,30,75,85,Sturdy,Inner Focus,,Mold Breaker,0,0,0,Sawk,,,"If you see a Sawk training in the mountains in its single-minded pursuit of strength, it’s best to quietly pass by."
Sewaddle,540,V,bug,grass,Sewing Pokémon,0.3,2.5,310,45,53,70,40,60,42,Swarm,Chlorophyll,,Overcoat,0,0,0,Sewaddle,Swadloon,Leavanny,This Pokémon makes clothes for itself. It chews up leaves and sews them with sticky thread extruded from its mouth.
Swadloon,541,V,bug,grass,Leaf-Wrapped Pokémon,0.5,7.3,380,55,63,90,50,80,42,Leaf Guard,Chlorophyll,,Overcoat,0,0,0,Sewaddle,Swadloon,Leavanny,Forests where Swadloon live have superb foliage because the nutrients they make from fallen leaves nourish the plant life.
Leavanny,542,V,bug,grass,Nurturing Pokémon,1.2,20.5,500,75,103,80,70,80,92,Swarm,Chlorophyll,,Overcoat,0,0,0,Sewaddle,Swadloon,Leavanny,"Upon finding a small Pokémon, it weaves clothing for it from leaves by using the sticky silk secreted from its mouth."
Venipede,543,V,bug,poison,Centipede Pokémon,0.4,5.3,260,30,45,59,30,39,57,Poison Point,Swarm,,Speed Boost,0,0,0,Venipede,Whirlipede,Scolipede,"Venipede and Sizzlipede are similar species, but when the two meet, a huge fight ensues."
Whirlipede,544,V,bug,poison,Curlipede Pokémon,1.2,58.5,360,40,55,99,40,79,47,Poison Point,Swarm,,Speed Boost,0,0,0,Venipede,Whirlipede,Scolipede,This Pokémon spins itself rapidly and charges into its opponents. Its top speed is just over 60 mph.
Scolipede,545,V,bug,poison,Megapede Pokémon,2.5,200.5,485,60,100,89,55,69,112,Poison Point,Swarm,,Speed Boost,0,0,0,Venipede,Whirlipede,Scolipede,Scolipede latches on to its prey with the claws on its neck before slamming them into the ground and jabbing them with its claws’ toxic spikes.
Cottonee,546,V,grass,fairy,Cotton Puff Pokémon,0.3,0.6,280,40,27,60,37,50,66,Prankster,Infiltrator,,Chlorophyll,0,0,0,Cottonee,Whimsicott,,"It shoots cotton from its body to protect itself. If it gets caught up in hurricane-strength winds, it can get sent to the other side of the Earth."
Whimsicott,547,V,grass,fairy,Windveiled Pokémon,0.7,6.6,480,60,67,85,77,75,116,Prankster,Infiltrator,,Chlorophyll,0,0,0,Cottonee,Whimsicott,,"It scatters cotton all over the place as a prank. If it gets wet, it’ll become too heavy to move and have no choice but to answer for its mischief."
Petilil,548,V,grass,,Bulb Pokémon,0.5,6.6,280,45,35,50,70,50,30,Chlorophyll,Own Tempo,,Leaf Guard,0,0,0,Petilil,Lilligant,,Petilil appears around sources of clean water. Boiling leaves from this Pokémon’s head results in a liquid that’s sometimes used as a bug repellent.
Lilligant,549,V,grass,,Flowering Pokémon,1.1,16.3,480,70,60,75,110,75,90,Chlorophyll,Own Tempo,,Leaf Guard,0,0,0,Petilil,Lilligant,,It’s believed that even first-rate gardeners have a hard time getting the flower on a Lilligant’s head to bloom.
Basculin,550,V,water,,Hostile Pokémon,1,18,460,70,92,65,80,55,98,Reckless (Red-Striped Form),Rock Head (Blue-Striped Form),Adaptability,,0,0,0,Basculin,,,Anglers love the fight this Pokémon puts up on the hook. And there are always more to catch— many people release them into lakes illicitly.
Sandile,551,V,ground,dark,Desert Croc Pokémon,0.7,15.2,292,50,72,35,35,35,65,Intimidate,Moxie,,Anger Point,0,0,0,Sandile,Krokorok,Krookodile,"The desert gets cold at night, so when the sun sets, this Pokémon burrows deep into the sand and sleeps until sunrise."
Krokorok,552,V,ground,dark,Desert Croc Pokémon,1,33.4,351,60,82,45,45,45,74,Intimidate,Moxie,,Anger Point,0,0,0,Sandile,Krokorok,Krookodile,Krokorok has specialized eyes that enable it to see in the dark. This ability lets Krokorok hunt in the dead of night without getting lost.
Krookodile,553,V,ground,dark,Intimidation Pokémon,1.5,96.3,519,95,117,80,65,70,92,Intimidate,Moxie,,Anger Point,0,0,0,Sandile,Krokorok,Krookodile,This Pokémon is known as the Bully of the Sands. Krookodile’s mighty jaws can bite through heavy plates of iron with almost no effort at all.
Darumaka,554,V,fire,ice,Zen Charm Pokémon,0.6,37.5,315,70,90,45,15,45,50,Hustle,,,Hustle- Inner Focus,0,0,0,Darumaka,Darmanitan,,"It derives its power from fire burning inside its body. If the fire dwindles, this Pokémon will immediately fall asleep."
Darmanitan,555,V,fire,fire,Blazing Pokémon,1.3,92.9,480,105,140,55,30,55,95,Sheer Force,,,Gorilla Tactics- Zen Mode,0,0,0,Darumaka,Darmanitan,,The thick arms of this hot-blooded Pokémon can deliver punches capable of obliterating a dump truck.
Maractus,556,V,grass,,Cactus Pokémon,1,28,461,75,86,67,106,67,60,Water Absorb,Chlorophyll,,Storm Drain,0,0,0,Maractus,,,"With noises that could be mistaken for the rattles of maracas, it creates an upbeat rhythm, startling bird Pokémon and making them fly off in a hurry."
Dwebble,557,V,bug,rock,Rock Inn Pokémon,0.3,14.5,325,50,65,85,35,35,55,Sturdy,Shell Armor,,Weak Armor,0,0,0,Dwebble,Crustle,,"When it finds a stone appealing, it creates a hole inside it and uses it as its home. This Pokémon is the natural enemy of Roggenrola and Rolycoly."
Crustle,558,V,bug,rock,Stone Home Pokémon,1.4,200,485,70,105,125,65,75,45,Sturdy,Shell Armor,,Weak Armor,0,0,0,Dwebble,Crustle,,This highly territorial Pokémon prefers dry climates. It won’t come out of its boulder on rainy days.
Scraggy,559,V,dark,fighting,Shedding Pokémon,0.6,11.8,348,50,75,70,35,70,48,Shed Skin,Moxie,,Intimidate,0,0,0,Scraggy,Scrafty,,"If it locks eyes with you, watch out! Nothing and no one is safe from the reckless headbutts of this troublesome Pokémon."
Scrafty,560,V,dark,fighting,Hoodlum Pokémon,1.1,30,488,65,90,115,45,115,58,Shed Skin,Moxie,,Intimidate,0,0,0,Scraggy,Scrafty,,"As halfhearted as this Pokémon’s kicks may seem, they pack enough power to shatter Conkeldurr’s concrete pillars."
Sigilyph,561,V,psychic,flying,Avianoid Pokémon,1.4,14,490,72,58,80,103,80,97,Wonder Skin,Magic Guard,,Tinted Lens,0,0,0,Sigilyph,,,Psychic power allows these Pokémon to fly. Some say they were the guardians of an ancient city. Others say they were the guardians’ emissaries.
Yamask,562,V,ghost,ground,Spirit Pokémon,0.5,1.5,303,38,30,85,55,65,30,Mummy (Normal Forme),Wandering Spirit (Galarian Form),,,0,0,0,Yamask,Cofagrigus,,"It wanders through ruins by night, carrying a mask that’s said to have been the face it had when it was still human."
Cofagrigus,563,V,ghost,,Coffin Pokémon,1.7,76.5,483,58,50,145,95,105,30,Mummy,,,,0,0,0,Yamask,Cofagrigus,,This Pokémon has a body of sparkling gold. People say it no longer remembers that it was once human.
Tirtouga,564,V,water,rock,Prototurtle Pokémon,0.7,16.5,355,54,78,103,53,45,22,Solid Rock,Sturdy,,Swift Swim,0,0,0,Tirtouga,Carracosta,,"This Pokémon inhabited ancient seas. Although it can only crawl, it still comes up onto land in search of prey."
Carracosta,565,V,water,rock,Prototurtle Pokémon,1.2,81,495,74,108,133,83,65,32,Solid Rock,Sturdy,,Swift Swim,0,0,0,Tirtouga,Carracosta,,"Carracosta completely devours its prey—bones, shells, and all. Because of this, Carracosta’s own shell grows thick and sturdy."
Archen,566,V,rock,flying,First Bird Pokémon,0.5,9.5,401,55,112,45,74,45,70,Defeatist,,,,0,0,0,Archen,Archeops,,"This Pokémon was successfully restored from a fossil. As research suggested, Archen is unable to fly. But it’s very good at jumping."
Archeops,567,V,rock,flying,First Bird Pokémon,1.4,32,567,75,140,65,112,65,110,Defeatist,,,,0,0,0,Archen,Archeops,,"It needs a running start to take off. If Archeops wants to fly, it first needs to run nearly 25 mph, building speed over a course of about 2.5 miles."
Trubbish,568,V,poison,,Trash Bag Pokémon,0.6,31,329,50,50,62,40,62,65,Stench,Sticky Hold,,Aftermath,0,0,0,Trubbish,Garbodor,,"Its favorite places are unsanitary ones. If you leave trash lying around, you could even find one of these Pokémon living in your room."
Garbodor,569,V,poison,,Trash Heap Pokémon,1.9,107.3,474,80,95,82,60,82,75,Stench,Weak Armor,,Aftermath,0,0,0,Trubbish,Garbodor,,"This Pokémon eats trash, which turns into poison inside its body. The main component of the poison depends on what sort of trash was eaten."
Zorua,570,V,dark,,Tricky Fox Pokémon,0.7,12.5,330,40,65,40,80,40,65,Illusion,,,,0,0,0,Zorua,Zoroark,,Zorua is a timid Pokémon. This disposition seems to be what led to the development of Zorua’s ability to take on the forms of other creatures.
Zoroark,571,V,dark,,Illusion Fox Pokémon,1.6,81.1,510,60,105,60,120,60,105,Illusion,,,,0,0,0,Zorua,Zoroark,,"This Pokémon cares deeply about others of its kind, and it will conjure terrifying illusions to keep its den and pack safe."
Minccino,572,V,normal,,Chinchilla Pokémon,0.4,5.8,300,55,50,40,40,40,75,Cute Charm,Technician,,Skill Link,0,0,0,Minccino,Cinccino,,The way it brushes away grime with its tail can be helpful when cleaning. But its focus on spotlessness can make cleaning more of a hassle.
Cinccino,573,V,normal,,Scarf Pokémon,0.5,7.5,470,75,95,60,65,60,115,Cute Charm,Technician,,Skill Link,0,0,0,Minccino,Cinccino,,Its body secretes oil that this Pokémon spreads over its nest as a coating to protect it from dust. Cinccino won’t tolerate even a speck of the stuff.
Gothita,574,V,psychic,,Fixation Pokémon,0.4,5.8,290,45,30,50,55,65,45,Frisk,Competitive,,Shadow Tag,0,0,0,Gothita,Gothorita,Gothitelle,"Though they’re still only babies, there’s psychic power stored in their ribbonlike feelers, and sometimes they use that power to fight."
